soc_id,EA001,EA002,EA003,EA004,EA005,EA006,EA007,EA008,EA009,EA010,EA011,EA012,EA013,EA014,EA015,EA016,EA017,EA018,EA019,EA020,EA021,EA022,EA023,EA024,EA025,EA026,EA027,EA028,EA029,EA030,EA032,EA033,EA037,EA039,EA040,EA041,EA042,EA043,EA044,EA051,EA054,EA055,EA062,EA065,EA066,EA067,EA068,EA069,EA070,EA071,EA072,EA073,EA076,EA079,EA080,EA081,EA082,EA083,EA201,EA202,AnnualMeanTemperature,MonthlyMeanPrecipitation,PrecipitationConstancy,PrecipitationPredictability,TemperatureConstancy,TemperaturePredictability
Nb21,1.0,3.0,6.0,0.0,0.0,1.0,5.0,8.0,6.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,7.0,15.0,9.0,5.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,3.0,3.0,5.0,5.0,6.0,5.0,1.0,3.0,8.0,3.0,2.0,,11.30610184,114773.7661,0.410700979,0.618174202,0.482749617,0.659863133
Nb22,1.0,3.0,6.0,0.0,0.0,4.0,1.0,7.0,2.0,1.0,1.0,1.0,9.0,11.0,6.0,1.0,1.0,1.0,6.0,6.0,9.0,9.0,9.0,4.0,6.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0,1.0,9.0,10.0,9.0,10.0,4.0,9.0,1.0,9.0,4.0,3.0,2.0,3.0,2.0,5.0,1.0,3.0,8.0,3.0,2.0,6750.0,-2.240602942,175907.3156,0.58369315,0.665733938,0.2857834,0.515756479
Nb23,2.0,3.0,5.0,0.0,0.0,4.0,8.0,7.0,2.0,12.0,2.0,12.0,3.0,9.0,3.0,9.0,1.0,1.0,1.0,1.0,4.0,9.0,1.0,3.0,15.0,9.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,9.0,1.0,9.0,10.0,9.0,10.0,4.0,9.0,1.0,9.0,4.0,3.0,2.0,4.0,3.0,5.0,2.0,3.0,8.0,3.0,2.0,330.0,7.038801943,173718.1015,0.507140258,0.668130385,0.408954538,0.609668281
Nb24,2.0,2.0,6.0,0.0,0.0,4.0,1.0,7.0,2.0,10.0,1.0,10.0,9.0,11.0,4.0,9.0,1.0,1.0,1.0,1.0,4.0,9.0,7.0,8.0,15.0,9.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,9.0,1.0,9.0,10.0,9.0,10.0,4.0,9.0,1.0,9.0,4.0,3.0,1.0,1.0,5.0,5.0,2.0,3.0,6.0,3.0,2.0,654.0,9.757693569,127062.2894,0.430547494,0.634055328,0.434458428,0.637714357
Nb25,2.0,3.0,5.0,0.0,0.0,3.0,8.0,7.0,2.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,7.0,8.0,15.0,9.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,4.0,9.0,1.0,9.0,4.0,3.0,5.0,5.0,7.0,5.0,2.0,3.0,8.0,3.0,2.0,200.0,10.26638277,109287.8798,0.437646002,0.645985282,0.449190927,0.64241041
Nb26,2.0,3.0,5.0,0.0,0.0,1.0,8.0,8.0,6.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,4.0,3.0,9.0,9.0,7.0,5.0,2.0,11.0,6.0,3.0,2.0,,4.990292246,190666.1216,0.445519209,0.632618435,0.300455688,0.54351513
Nb27,3.0,3.0,4.0,0.0,0.0,4.0,8.0,7.0,6.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,4.0,9.0,1.0,9.0,4.0,3.0,7.0,5.0,1.0,2.0,1.0,11.0,9.0,9.0,2.0,1700.0,6.097633778,144359.2966,0.435626599,0.628567149,0.299956007,0.547788508
Nb28,1.0,2.0,7.0,0.0,0.0,1.0,8.0,7.0,2.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,7.0,15.0,9.0,5.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,4.0,3.0,5.0,5.0,,5.0,1.0,3.0,8.0,3.0,2.0,,11.37536575,106288.3632,0.424598263,0.629787438,0.486600659,0.661842479
Nb29,1.0,3.0,6.0,0.0,0.0,1.0,8.0,7.0,2.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,12.0,5.0,15.0,9.0,5.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0,,9.0,10.0,,10.0,2.0,9.0,1.0,9.0,4.0,3.0,5.0,5.0,7.0,5.0,1.0,3.0,8.0,3.0,2.0,,11.37536575,106288.3632,0.424598263,0.629787438,0.486600659,0.661842479
Nb3,3.0,2.0,5.0,0.0,0.0,4.0,1.0,7.0,2.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,4.0,2.0,12.0,5.0,11.0,5.0,4.0,1.0,1.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,9.0,1.0,9.0,10.0,9.0,10.0,4.0,9.0,1.0,9.0,4.0,2.0,1.0,1.0,7.0,5.0,1.0,3.0,8.0,3.0,2.0,1000.0,7.396170232,162487.7708,0.496659206,0.663564698,0.400769197,0.605560899
Nb30,4.0,3.0,3.0,0.0,0.0,1.0,8.0,7.0,6.0,10.0,1.0,10.0,9.0,11.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,7.0,15.0,9.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,3.0,3.0,9.0,9.0,1.0,5.0,2.0,3.0,8.0,3.0,2.0,27.0,10.49979409,123381.5036,0.3532445,0.561251344,0.382759094,0.604354191
Nb31,3.0,2.0,5.0,0.0,0.0,1.0,8.0,4.0,6.0,8.0,1.0,8.0,2.0,6.0,6.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,6.0,4.0,5.0,2.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,2.0,3.0,5.0,5.0,7.0,5.0,1.0,3.0,8.0,3.0,2.0,,11.66892207,107464.344,0.387887053,0.593225356,0.474338038,0.652794136
Nb32,4.0,3.0,3.0,0.0,0.0,1.0,8.0,7.0,2.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,2.0,3.0,1.0,2.0,7.0,5.0,1.0,3.0,8.0,3.0,2.0,2000.0,9.850562702,114675.9234,0.302894652,0.50589976,0.318275064,0.573230542
Nb33,4.0,3.0,3.0,0.0,0.0,1.0,8.0,7.0,2.0,2.0,2.0,2.0,9.0,11.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,3.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,8.0,4.0,2.0,250.0,11.34578144,110570.2982,0.324808806,0.531071558,0.372569651,0.601469177
Nb34,4.0,1.0,5.0,0.0,0.0,1.0,8.0,7.0,2.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,4.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,2.0,3.0,9.0,9.0,,5.0,2.0,3.0,8.0,3.0,2.0,600.0,10.49979409,123381.5036,0.3532445,0.561251344,0.382759094,0.604354191
Nb35,4.0,1.0,5.0,0.0,0.0,1.0,8.0,7.0,6.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,4.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,2.0,3.0,1.0,1.0,,5.0,2.0,3.0,8.0,3.0,2.0,640.0,11.34578144,110570.2982,0.324808806,0.531071558,0.372569651,0.601469177
Nb36,4.0,1.0,5.0,0.0,0.0,1.0,8.0,7.0,6.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,3.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,2.0,3.0,9.0,9.0,,5.0,2.0,3.0,8.0,3.0,2.0,800.0,12.8527965,83551.31477,0.361060889,0.563579337,0.492292145,0.6574735
Nb37,3.0,3.0,4.0,0.0,0.0,1.0,8.0,2.0,2.0,9.0,2.0,2.0,9.0,11.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,,,6.0,5.0,1.0,2.0,2.0,11.0,4.0,8.0,1.0,,12.94194105,100528.5107,0.280253401,0.495498569,0.380249114,0.611804633
Nb38,3.0,4.0,3.0,0.0,0.0,1.0,8.0,2.0,2.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,2.0,9.0,7.0,8.0,15.0,9.0,,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,,,1.0,1.0,5.0,5.0,1.0,3.0,8.0,3.0,2.0,,12.46333292,100117.2599,0.327273459,0.537439543,0.409763922,0.621675778
Nb39,4.0,3.0,3.0,0.0,0.0,1.0,8.0,7.0,2.0,9.0,2.0,2.0,9.0,11.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,4.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,9.0,4.0,1.0,,12.8527965,83551.31477,0.361060889,0.563579337,0.492292145,0.6574735
Nb4,4.0,1.0,5.0,0.0,0.0,1.0,8.0,7.0,6.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,4.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,2.0,3.0,5.0,5.0,5.0,5.0,1.0,3.0,8.0,3.0,2.0,700.0,12.11936958,95250.29751,0.382903894,0.582491099,0.476578239,0.650245324
Nb5,2.0,3.0,5.0,0.0,0.0,2.0,8.0,4.0,6.0,9.0,1.0,1.0,9.0,11.0,3.0,9.0,1.0,1.0,6.0,6.0,9.0,9.0,1.0,3.0,15.0,9.0,5.0,1.0,1.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0,3.0,8.0,4.0,1.0,,-0.8033036,174457.3566,0.619535746,0.667805767,0.332932551,0.541454996
Nb6,4.0,2.0,4.0,0.0,0.0,1.0,8.0,4.0,6.0,8.0,1.0,8.0,3.0,9.0,6.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,3.0,3.0,15.0,9.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,2.0,3.0,1.0,1.0,7.0,5.0,1.0,3.0,8.0,3.0,2.0,,11.66892207,107464.344,0.387887053,0.593225356,0.474338038,0.652794136
Nb7,2.0,2.0,6.0,0.0,0.0,1.0,7.0,8.0,6.0,1.0,1.0,1.0,9.0,11.0,3.0,9.0,1.0,1.0,5.0,5.0,9.0,9.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0,1.0,9.0,10.0,9.0,10.0,4.0,9.0,1.0,9.0,4.0,2.0,2.0,4.0,3.0,5.0,1.0,3.0,8.0,3.0,2.0,,4.529848214,184716.8116,0.553363054,0.681988673,0.352609501,0.563671824
Nb8,2.0,3.0,5.0,0.0,0.0,4.0,8.0,,,9.0,1.0,1.0,9.0,10.0,3.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0,1.0,9.0,10.0,9.0,10.0,4.0,9.0,1.0,9.0,4.0,2.0,2.0,3.0,1.0,5.0,1.0,3.0,8.0,3.0,1.0,400.0,3.984806691,202746.8231,0.544560696,0.683096283,0.331933858,0.547424478
Nb9,2.0,2.0,6.0,0.0,0.0,4.0,8.0,7.0,6.0,12.0,2.0,12.0,3.0,9.0,3.0,9.0,1.0,1.0,1.0,1.0,4.0,9.0,8.0,7.0,15.0,9.0,4.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,9.0,1.0,9.0,10.0,9.0,10.0,4.0,9.0,1.0,9.0,4.0,3.0,9.0,9.0,7.0,5.0,1.0,3.0,8.0,3.0,2.0,400.0,4.81130118,211011.3098,0.515818567,0.66494821,0.34806324,0.563662545
Nc1,6.0,3.0,1.0,0.0,0.0,4.0,8.0,2.0,2.0,9.0,1.0,8.0,9.0,11.0,6.0,1.0,3.0,3.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,6.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,11.0,4.0,8.0,1.0,300.0,14.90478876,73004.3637,0.240413739,0.46057993,0.363105017,0.607479423
Nc10,3.0,4.0,3.0,0.0,0.0,1.0,2.0,7.0,6.0,9.0,2.0,12.0,3.0,9.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,11.0,4.0,4.0,1.0,100.0,8.262841551,85852.08068,0.329778655,0.508071079,0.299161479,0.566029336
Nc11,5.0,2.0,3.0,0.0,0.0,2.0,8.0,7.0,2.0,9.0,1.0,10.0,9.0,11.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,11.0,4.0,4.0,1.0,35.0,9.850562702,114675.9234,0.302894652,0.50589976,0.318275064,0.573230542
Nc12,5.0,3.0,2.0,0.0,0.0,2.0,8.0,7.0,3.0,2.0,2.0,12.0,3.0,9.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,7.0,5.0,1.0,2.0,1.0,11.0,4.0,9.0,1.0,250.0,10.33059693,102101.7774,0.269572343,0.467790274,0.314901721,0.579059966
Nc13,5.0,3.0,2.0,0.0,0.0,6.0,8.0,2.0,2.0,9.0,2.0,12.0,3.0,9.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,12.0,5.0,15.0,9.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,4.0,9.0,1.0,,13.14362747,90954.29915,0.229181462,0.438408048,0.331624468,0.585551944
Nc14,3.0,3.0,4.0,0.0,0.0,6.0,8.0,2.0,2.0,12.0,2.0,12.0,3.0,9.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,4.0,9.0,2.0,,9.850562702,114675.9234,0.302894652,0.50589976,0.318275064,0.573230542
Nc15,4.0,2.0,4.0,0.0,0.0,6.0,8.0,5.0,5.0,9.0,2.0,2.0,9.0,11.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,7.0,15.0,9.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,1.0,9.0,1.0,9.0,1.0,1.0,7.0,5.0,1.0,2.0,2.0,11.0,4.0,4.0,1.0,500.0,13.31654243,69660.14953,0.353915894,0.555591255,0.528317509,0.679612883
Nc16,4.0,3.0,3.0,0.0,0.0,6.0,8.0,7.0,2.0,9.0,1.0,10.0,9.0,11.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,7.0,15.0,9.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,1.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,,2.0,1.0,11.0,4.0,4.0,1.0,500.0,14.39151431,63918.08859,0.274571077,0.488241822,0.47133054,0.666567942
Nc17,5.0,3.0,2.0,0.0,0.0,6.0,8.0,7.0,6.0,9.0,2.0,2.0,9.0,11.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,7.0,15.0,9.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,,,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,4.0,9.0,1.0,1000.0,14.39151431,63918.08859,0.274571077,0.488241822,0.47133054,0.666567942
Nc18,4.0,3.0,3.0,0.0,0.0,6.0,8.0,7.0,2.0,2.0,2.0,2.0,9.0,11.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,12.0,5.0,15.0,9.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,7.0,5.0,7.0,2.0,2.0,11.0,2.0,8.0,2.0,1000.0,14.39151431,63918.08859,0.274571077,0.488241822,0.47133054,0.666567942
Nc19,4.0,3.0,3.0,0.0,0.0,6.0,8.0,7.0,1.0,9.0,3.0,9.0,9.0,11.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,7.0,15.0,9.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,11.0,2.0,8.0,2.0,1000.0,14.39151431,63918.08859,0.274571077,0.488241822,0.47133054,0.666567942
Nc2,5.0,3.0,2.0,0.0,0.0,1.0,8.0,1.0,1.0,12.0,2.0,12.0,3.0,9.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,1.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,2.0,7.0,2.0,300.0,7.741709313,43979.53681,0.330020694,0.470474805,0.266604985,0.55214975
Nc20,5.0,3.0,2.0,0.0,0.0,6.0,8.0,7.0,1.0,2.0,2.0,2.0,9.0,11.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,8.0,15.0,9.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,,,1.0,9.0,2.0,3.0,7.0,5.0,1.0,2.0,2.0,11.0,2.0,8.0,2.0,,14.47797614,55167.95279,0.30875184,0.509859998,0.502511757,0.678023272
Nc21,4.0,3.0,3.0,0.0,0.0,6.0,8.0,7.0,1.0,,,,,,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,7.0,15.0,9.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,7.0,5.0,1.0,2.0,2.0,11.0,2.0,8.0,,500.0,13.99992466,60393.22589,0.301889918,0.509584013,0.524380722,0.691808907
Nc22,5.0,3.0,2.0,0.0,0.0,1.0,8.0,7.0,2.0,9.0,2.0,2.0,9.0,11.0,3.0,9.0,3.0,1.0,1.0,1.0,9.0,9.0,6.0,4.0,15.0,9.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,2.0,9.0,1.0,150.0,14.90478876,73004.3637,0.240413739,0.46057993,0.363105017,0.607479423
Nc23,5.0,3.0,2.0,0.0,0.0,6.0,8.0,2.0,2.0,9.0,1.0,8.0,3.0,9.0,3.0,9.0,3.0,1.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,4.0,8.0,1.0,500.0,13.069292,51759.99714,0.227295309,0.40215476,0.306692714,0.582328204
Nc24,5.0,2.0,3.0,0.0,0.0,6.0,8.0,8.0,2.0,9.0,1.0,8.0,9.0,11.0,6.0,1.0,6.0,6.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,,,,3.0,2.0,11.0,1.0,7.0,1.0,1100.0,15.66332345,39785.49329,0.245870336,0.431987293,0.38690932,0.615622149
Nc25,4.0,3.0,3.0,0.0,0.0,6.0,8.0,7.0,2.0,9.0,1.0,8.0,9.0,11.0,3.0,9.0,3.0,3.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,2.0,,2.0,1.0,11.0,4.0,8.0,1.0,8600.0,15.07863423,40498.47881,0.207228958,0.390051624,0.320851695,0.589029072
Nc26,5.0,3.0,2.0,0.0,0.0,6.0,8.0,8.0,2.0,8.0,1.0,8.0,9.0,11.0,,,6.0,6.0,1.0,1.0,9.0,9.0,,,,,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,11.0,2.0,8.0,2.0,2000.0,15.23319948,37439.08208,0.353073282,0.517175396,0.501644146,0.673382014
Nc27,5.0,3.0,2.0,0.0,0.0,1.0,8.0,1.0,1.0,9.0,1.0,10.0,9.0,11.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,,,,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,11.0,2.0,7.0,1.0,,16.58615235,30976.95678,0.18981181,0.360172467,0.311704939,0.594535785
Nc28,4.0,1.0,5.0,0.0,0.0,6.0,8.0,8.0,2.0,9.0,1.0,10.0,9.0,11.0,3.0,9.0,3.0,3.0,1.0,1.0,9.0,9.0,,,,,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,11.0,2.0,8.0,1.0,1800.0,16.72469761,27668.0532,0.319976248,0.482446395,0.47970464,0.662350534
Nc29,4.0,2.0,4.0,0.0,0.0,6.0,8.0,2.0,2.0,9.0,1.0,8.0,9.0,11.0,6.0,1.0,6.0,6.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,11.0,2.0,8.0,1.0,5000.0,17.60728392,25576.7168,0.239936469,0.399832688,0.391542519,0.62968657
Nc3,4.0,3.0,3.0,0.0,0.0,6.0,8.0,8.0,5.0,9.0,1.0,8.0,9.0,11.0,2.0,9.0,6.0,3.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,10.0,9.0,10.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,11.0,2.0,8.0,1.0,4000.0,15.66332345,39785.49329,0.245870336,0.431987293,0.38690932,0.615622149
